"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",14.12,"provisorisch"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",30.81,"provisorisch"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",30.07,"provisorisch"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",27.51,"provisorisch"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",25.21,"provisorisch"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",40.48,"provisorisch"
"2025-02-17T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-17T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",9.31,"provisorisch"
"2025-02-17T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.78,"provisorisch"
"2025-02-17T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",15.07,"provisorisch"
"2025-02-17T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",39.98,"provisorisch"
"2025-02-17T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",43.79,"provisorisch"
"2025-02-17T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",15.99,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.7,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",21.84,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",42.88,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",25.36,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",21.83,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",50.94,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-18T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",24.12,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.15,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",25.95,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",41.91,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",25.01,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",23.31,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",51.88,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-18T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9348.3,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",29.04,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",16.87,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",29.68,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",38.39,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",26.33,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",24.11,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",49.34,"provisorisch"
"2025-02-18T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-18T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.9,"provisorisch"
"2025-02-18T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.72,"provisorisch"
"2025-02-18T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",14.39,"provisorisch"
"2025-02-18T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",48.69,"provisorisch"
"2025-02-18T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",56.43,"provisorisch"
"2025-02-18T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",19.5,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",6.38,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",27.5,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",28.45,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",33.93,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",27.89,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",51.76,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-19T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",37,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",22.43,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",36.37,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",26.49,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",32.03,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",29.19,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",51.83,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-19T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",18064.61,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",33.55,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.8,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",35.34,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",25.61,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",34.22,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",30.95,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",48.18,"provisorisch"
"2025-02-19T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-19T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",13.56,"provisorisch"
"2025-02-19T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.92,"provisorisch"
"2025-02-19T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",21.45,"provisorisch"
"2025-02-19T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",33.98,"provisorisch"
"2025-02-19T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",52.7,"provisorisch"
"2025-02-19T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",49.41,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",31.13,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",46.75,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",5.3,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",32.34,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",24.57,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",22.58,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-20T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",65.05,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",49.77,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",48.09,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",6.25,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",29.24,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",25.91,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",25.75,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-20T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",21825.51,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",68.8,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",50.84,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",53.62,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",4.96,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",33.15,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",27.58,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",21.11,"provisorisch"
"2025-02-20T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-20T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",20.03,"provisorisch"
"2025-02-20T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",6.47,"provisorisch"
"2025-02-20T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",28.38,"provisorisch"
"2025-02-20T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",28.61,"provisorisch"
"2025-02-20T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",60.6,"provisorisch"
"2025-02-20T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",50.22,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",34.6,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",42.99,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",9.34,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",24.87,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",17.86,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",38.53,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-21T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",79.34,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",66.31,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",50.07,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",7.78,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",22.67,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",17.33,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",34.33,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-21T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",24358.25,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",79.36,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",64.26,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",53.25,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",6.21,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",25.56,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",19.79,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",29.3,"provisorisch"
"2025-02-21T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-21T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",18.39,"provisorisch"
"2025-02-21T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",7.32,"provisorisch"
"2025-02-21T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",23.94,"provisorisch"
"2025-02-21T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",37.79,"provisorisch"
"2025-02-21T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",52.91,"provisorisch"
"2025-02-21T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",34,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",18.65,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",36.42,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",18.04,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",22.35,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",16.24,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",65.85,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-22T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",49.81,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",33.73,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",43.54,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",13.67,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",20.28,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",17.14,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",48.67,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-22T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",18048.76,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",57.12,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",39.86,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",48.11,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",13.27,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",22.83,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",18.74,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",55.47,"provisorisch"
"2025-02-22T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-22T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",9.78,"provisorisch"
"2025-02-22T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.96,"provisorisch"
"2025-02-22T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",15.7,"provisorisch"
"2025-02-22T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",48.4,"provisorisch"
"2025-02-22T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.96,"provisorisch"
"2025-02-22T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",20.45,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.06,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",31.35,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",26.38,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.7,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",62.04,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-23T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",31.37,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.39,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",39.46,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",20.26,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.06,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",11.32,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",58.1,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-23T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",17356.23,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",34.24,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",14.65,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",43.01,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",18.67,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",13.35,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",11.03,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",57.47,"provisorisch"
"2025-02-23T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-23T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.31,"provisorisch"
"2025-02-23T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.17,"provisorisch"
"2025-02-23T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",14.11,"provisorisch"
"2025-02-23T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",52.48,"provisorisch"
"2025-02-23T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",78.11,"provisorisch"
"2025-02-23T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",21.3,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",7.93,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",28.57,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",21.54,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",18.28,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",12.13,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",37.55,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-24T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",27.31,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.81,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",31.05,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",21.82,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.71,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",11.72,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",43.56,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-24T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12333.42,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",40.08,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",25.48,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",37.57,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",19.08,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",18.36,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",13.29,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",39.13,"provisorisch"
"2025-02-24T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-24T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",9.1,"provisorisch"
"2025-02-24T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.92,"provisorisch"
"2025-02-24T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",14.45,"provisorisch"
"2025-02-24T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",43.36,"provisorisch"
"2025-02-24T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",59.86,"provisorisch"
"2025-02-24T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-02-25T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-02-25T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-02-25T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",25.98,"provisorisch"
