"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",52.79,"provisorisch"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.31,"provisorisch"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",2.38,"provisorisch"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",69.39,"provisorisch"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9125.19,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",38.08,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",24.65,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",35.03,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",36.99,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",5.33,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",2.38,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",59.39,"provisorisch"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.1,"provisorisch"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.01,"provisorisch"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.11,"provisorisch"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",59.15,"provisorisch"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",70.9,"provisorisch"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.07,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.21,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.18,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.37,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",14.29,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",55.63,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",5.08,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",2.04,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",74.28,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10804.43,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",20,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.46,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.68,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",54.47,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",3.97,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",1.89,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",76.9,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10238.51,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",30.23,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",20.19,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",26.84,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",45.54,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",5.18,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",1.38,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",70.58,"provisorisch"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.13,"provisorisch"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1,"provisorisch"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",6.36,"provisorisch"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",64,"provisorisch"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",76.3,"provisorisch"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.13,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.25,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.96,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.89,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",19.2,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",52.19,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.48,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.21,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",68.29,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",22.81,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.3,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",26.31,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",48.77,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.09,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.39,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",67.66,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13672.02,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",28.58,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",15.18,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",31.38,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",41.23,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.14,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",4.25,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",62.13,"provisorisch"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.16,"provisorisch"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.93,"provisorisch"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.35,"provisorisch"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",58.76,"provisorisch"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",69.67,"provisorisch"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.22,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.31,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",17.03,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.55,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",24.05,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",35.09,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",10.37,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.4,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",67.86,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",29.24,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",16.02,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",31.35,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",33.8,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",11.67,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",9.44,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",66.41,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",16383.44,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",25.08,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",11.61,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",30.17,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",30.21,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",11.62,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.5,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",63.17,"provisorisch"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.4,"provisorisch"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.79,"provisorisch"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",13.31,"provisorisch"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",46.77,"provisorisch"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",71.06,"provisorisch"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.27,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.3,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",15.05,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.43,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",21.99,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",36.35,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",10.7,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",9.09,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",59.84,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",22.77,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.48,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",25.93,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",37.2,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",11.9,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.05,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",60.86,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11774.71,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",24.29,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",11.93,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",28.15,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",31.93,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",11.6,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.71,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",56.52,"provisorisch"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",7.31,"provisorisch"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.22,"provisorisch"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",12.1,"provisorisch"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",45.98,"provisorisch"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",65.09,"provisorisch"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.22,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.29,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",18.13,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",6.94,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",24.04,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",38.27,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.05,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10.14,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",50.9,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",26.37,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.26,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",27.04,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",39.73,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.18,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",11.06,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",50.12,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12317.92,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",31.83,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",19.73,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",30.61,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",34.33,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",15.18,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.89,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",45.19,"provisorisch"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",7.57,"provisorisch"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.41,"provisorisch"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",12.32,"provisorisch"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",48.3,"provisorisch"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",55.9,"provisorisch"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.36,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.37,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",28.47,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",14.63,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",32.02,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",20.5,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",23.02,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",19.16,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",33.96,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",42.64,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",28.77,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",37.43,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",19.18,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",24.21,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",21.25,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",32.08,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",16424,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",45.07,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",31.09,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",38.53,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",16.52,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",24.97,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",21.56,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",35.09,"provisorisch"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",14.06,"provisorisch"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",3.45,"provisorisch"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",21.6,"provisorisch"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",28.08,"provisorisch"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",41.38,"provisorisch"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",35.99,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",22.32,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",34.6,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",17.91,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",25.3,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",21.07,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",46.36,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",52.24,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",39.23,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",39.75,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",17.77,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",25.33,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",23.1,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",44.31,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",18398.55,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",46.58,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",32.83,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",38.73,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",15.52,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",25.79,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",23.85,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",43.75,"provisorisch"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-15T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",18.34,"provisorisch"
"2025-01-15T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",6.73,"provisorisch"
